-- Logs begin at Thu 2020-02-20 08:17:26 UTC, end at Thu 2020-02-20 10:10:27 UTC. --
Feb 20 09:18:28 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 09:18:29 ubuntu dstat.sh[1597]: [286B blob data]
Feb 20 09:18:29 ubuntu dstat.sh[1597]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 09:18:29 ubuntu dstat.sh[1597]: 20-02 09:18:29| 13   4  55  27   2| 458M  518M  110M 2626M|   0     0 | 142k 2506k|7.72  26.4 | 660  1163 |1.87 1.60 1.43|3.0   0  18|   0     0 |systemd              1    0.3%   0    0 |bash                 3820 1750k1617k0.1%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:18:30 ubuntu dstat.sh[1597]: 20-02 09:18:30| 13  32  36   1  18| 458M  517M  110M 2626M|6458B 3078B| 304k  112k|4.00  7.00 |1420  3301 |1.87 1.60 1.43|4.0   0 348|   0     0 |bash                 3820 8.0% 821k  22k|bash                 3820  821k  22k8.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:18:31 ubuntu dstat.sh[1597]: 20-02 09:18:31| 20  30  35   0  15| 460M  515M  110M 2627M|5524B 3240B|   0    24k|   0  6.00 |1385  3182 |1.87 1.60 1.43|3.0   0 275|   0     0 |systemd              1    4.0%   0    0 |bash                 3820 2107k  17k4.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:18:32 ubuntu dstat.sh[1597]: 20-02 09:18:32| 16  24  32   3  24| 459M  516M  110M 2627M|5046B 3186B|   0   688k|   0  18.0 |1318  2710 |1.96 1.62 1.43|3.0 1.0 181|   0     0 |systemd              1    9.0%   0    0 |bash                 3820 1418k  13k4.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:18:33 ubuntu dstat.sh[1597]: 20-02 09:18:33| 24  25  23  16  12| 584M  391M  110M 2749M|7373B 3132B|   0    17M|   0   101 |2216  6669 |1.96 1.62 1.43|  0   0  78|   0     0 |systemd              1     22%   0    0 |bash                 3820  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 20 09:18:34 ubuntu dstat.sh[1597]: 20-02 09:18:34| 10  19  53   4  13| 584M  391M  110M 2749M|5049B 3078B|  52k   17M|1.00  18.0 |1303  2709 |1.96 1.62 1.43|1.0   0 243|   0     0 |bash                 3820 5.5% 421k  14k|bash                 3820  421k  14k5.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 20 09:18:35 ubuntu dstat.sh[1597]: 20-02 09:18:35| 39   9  45   3   4| 601M  374M  110M 2749M|6693B 3240B|   0   112k|   0  2.00 | 827  1362 |1.96 1.62 1.43|1.0   0  53|   0     0 |keystone-manage      2998  40%3989k  81k|keystone-manage      2998 3989k  81k 40%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:18:36 ubuntu dstat.sh[1597]: 20-02 09:18:36| 35   4  45  10   6| 623M  351M  110M 2749M|7156B 3186B| 228k    0 |38.0     0 | 605   872 |1.96 1.62 1.43|2.0   0   0|   0     0 |keystone-manage      2998  38%5545k  46k|keystone-manage      2998 5545k  46k 38%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:18:37 ubuntu dstat.sh[1597]: 20-02 09:18:37| 23   2  46  25   4| 629M  344M  110M 2750M|6922B 3024B| 548k    0 |38.0     0 | 633   849 |1.89 1.61 1.43|2.0   0   0|   0     0 |keystone-manage      2998  25%1505k  11k|keystone-manage      2998 1505k  11k 25%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:18:38 ubuntu dstat.sh[1597]: 20-02 09:18:38| 42   5  45   2   6| 653M  320M  110M 2751M|5213B 3186B| 100k    0 |10.0     0 | 641   919 |1.89 1.61 1.43|1.0   0 2.0|   0     0 |keystone-manage      2998  47%5949k 507k|keystone-manage      2998 5949k 507k 47%|mysqld       173M|   0     0 |  16    5    0    7    0
