-- Logs begin at Tue 2020-03-10 00:25:34 UTC, end at Tue 2020-03-10 01:57:18 UTC. --
Mar 10 01:32:52 ubuntu systemd[1]: Starting Devstack devstack@ir-api.service...
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: [uWSGI] getting INI configuration from /etc/ironic/ironic-uwsgi.ini
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: open("./python_plugin.so"): No such file or directory [core/utils.c line 3724]
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: !!! UNABLE to load uWSGI plugin: ./python_plugin.so: cannot open shared object file: No such file or directory !!!
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: *** Starting uWSGI 2.0.18 (64bit) on [Tue Mar 10 01:32:52 2020] ***
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: compiled with version: 7.4.0 on 10 March 2020 00:55:25
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: os: Linux-4.15.0-76-generic #86-Ubuntu SMP Fri Jan 17 17:24:28 UTC 2020
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: nodename: ubuntu
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: machine: x86_64
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: clock source: unix
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: pcre jit disabled
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: detected number of CPU cores: 2
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: current working directory: /
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: detected binary path: /usr/local/bin/uwsgi
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: your processes number limit is 15532
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: your memory page size is 4096 bytes
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: detected max file descriptor number: 2048
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: lock engine: pthread robust mutexes
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: thunder lock: enabled
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: uwsgi socket 0 bound to UNIX address /var/run/uwsgi/ironic-api-wsgi.socket fd 4
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: Python version: 3.6.9 (default, Nov  7 2019, 10:44:02)  [GCC 8.3.0]
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: Python main interpreter initialized at 0x55e794be0430
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: python threads support enabled
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: your server socket listen backlog is limited to 100 connections
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: your mercy for graceful operations on workers is 90 seconds
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: mapped 403077 bytes (393 KB) for 2 cores
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: *** Operational MODE: preforking ***
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: *** uWSGI is running in multiple interpreter mode ***
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: spawned uWSGI master process (pid: 13562)
Mar 10 01:32:52 ubuntu systemd[1]: Started Devstack devstack@ir-api.service.
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: spawned uWSGI worker 1 (pid: 13563, cores: 1)
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: spawned uWSGI worker 2 (pid: 13567, cores: 1)
Mar 10 01:32:52 ubuntu devstack@ir-api.service[13562]: running "unix_signal:15 gracefully_kill_them_all" (master-start)...
Mar 10 01:32:58 ubuntu devstack@ir-api.service[13562]: DEBUG oslo_db.api [-] Loading backend 'sqlalchemy' from 'ironic.db.sqlalchemy.api' {{(pid=13567) _load_backend /usr/local/lib/python3.6/dist-packages/oslo_db/api.py:261}}
Mar 10 01:32:58 ubuntu devstack@ir-api.service[13562]: DEBUG oslo_db.api [-] Loading backend 'sqlalchemy' from 'ironic.db.sqlalchemy.api' {{(pid=13563) _load_backend /usr/local/lib/python3.6/dist-packages/oslo_db/api.py:261}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] Configuration: {{(pid=13563) initialize_wsgi_app /opt/stack/ironic/ironic/api/wsgi.py:34}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] Configuration: {{(pid=13567) initialize_wsgi_app /opt/stack/ironic/ironic/api/wsgi.py:34}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] ******************************************************************************** {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2575}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] Configuration options gathered from: {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2576}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] ******************************************************************************** {{(pid=13563) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2575}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] command line args: [] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2577}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] Configuration options gathered from: {{(pid=13563) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2576}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] config files: ['/etc/ironic/ironic.conf'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2579}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] ================================================================================ {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2580}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] auth_strategy                  = keystone {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] bindir                         = /opt/stack/ironic/ironic/bin {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] config_dir                     = [] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] config_file                    = ['/etc/ironic/ironic.conf'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] config_source                  = [] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] control_exchange               = ironic {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] debug                          = True {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] debug_tracebacks_in_api        = False {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_bios_interface         = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_boot_interface         = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_console_interface      = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_deploy_interface       = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_inspect_interface      = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_log_levels             = ['amqp=WARNING', 'amqplib=WARNING', 'qpid.messaging=INFO', 'oslo.messaging=INFO', 'sqlalchemy=WARNING', 'stevedore=INFO', 'eventlet.wsgi.server=INFO', 'iso8601=WARNING', 'requests=WARNING', 'neutronclient=WARNING', 'glanceclient=WARNING', 'urllib3.connectionpool=WARNING', 'keystonemiddleware.auth_token=INFO', 'keystoneauth.session=INFO'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_management_interface   = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_network_interface      = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_portgroup_mode         = active-backup {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_power_interface        = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_raid_interface         = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_rescue_interface       = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_resource_class         = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_storage_interface      = noop {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] default_vendor_interface       = None {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_bios_interfaces        = ['fake', 'no-bios'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_boot_interfaces        = ['redfish-virtual-media'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_console_interfaces     = ['fake', 'no-console'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_deploy_interfaces      = ['direct'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_hardware_types         = ['redfish'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Mar 10 01:32:59 ubuntu devstack@ir-api.service[13562]: DEBUG ironic.api.wsgi [-] enabled_inspect_interfaces     = ['fake', 'no-inspect'] {{(pid=13567) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
