-- Logs begin at Wed 2020-04-01 16:11:47 UTC, end at Wed 2020-04-01 17:50:32 UTC. --
Apr 01 16:58:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 16:58:23 ubuntu dstat.sh[1286]: [286B blob data]
Apr 01 16:58:23 ubuntu dstat.sh[1286]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 16:58:23 ubuntu dstat.sh[1286]: 01-04 16:58:23| 15   4  57  22   1| 420M  732M 87.3M 2499M|   0     0 | 180k 2848k|9.72  32.5 | 730  1270 |1.47 1.36 1.25|2.0   0  24|   0     0 |systemd              1    0.4%   0    0 |bash                 3551 2219k2064k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:58:24 ubuntu dstat.sh[1286]: 01-04 16:58:24| 16  35  39   1   9| 422M  730M 87.3M 2500M|7913B 2040B| 280k  104k|4.00  9.00 |1628  3757 |1.47 1.36 1.25|2.0   0 401|   0     0 |bash                 3551 7.5%1500k  25k|bash                 3551 1500k  25k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:58:25 ubuntu dstat.sh[1286]: 01-04 16:58:25| 27  25  40   0   8| 420M  731M 87.3M 2500M|6698B 1782B|   0    16k|   0  4.00 |1485  5154 |1.59 1.39 1.26|3.0   0 228|   0     0 |systemd              1     11%   0    0 |bash                 3551 1816k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:58:26 ubuntu dstat.sh[1286]: 01-04 16:58:26| 30  28  36   0   6| 422M  730M 87.3M 2500M|5099B 2106B|  80k   16k|1.00  4.00 |1705  5456 |1.59 1.39 1.26|5.0   0 193|   0     0 |systemd              1     17%   0    0 |bash                 3551 1091k9675B2.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:58:27 ubuntu dstat.sh[1286]: 01-04 16:58:27| 13  25  59   0   3| 546M  606M 87.3M 2622M|4173B 2160B|   0   212k|   0  2.00 |1623  4330 |1.59 1.39 1.26|3.0   0 219|   0     0 |systemd              1    4.0%   0    0 |bash                 3551  486k  12k4.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 16:58:28 ubuntu dstat.sh[1286]: 01-04 16:58:28| 39  13  47   0   1| 563M  588M 87.3M 2622M|5055B 1944B|   0     0 |   0     0 | 887  1618 |1.59 1.39 1.26|1.0   0  95|   0     0 |keystone-manage      2687  37%4302k  81k|keystone-manage      2687 4302k  81k 37%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 16:58:29 ubuntu dstat.sh[1286]: 01-04 16:58:29| 32   4  48  14   2| 583M  567M 87.5M 2623M|6224B 2160B|1356k  260k| 140  2.00 | 690  1199 |1.59 1.39 1.26|1.0   0 2.0|   0     0 |keystone-manage      2687  35%4389k  46k|keystone-manage      2687 4389k  46k 35%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 16:58:30 ubuntu dstat.sh[1286]: 01-04 16:58:30| 45   3  47   3   1| 600M  549M 87.5M 2624M|4457B 1944B| 616k    0 |46.0     0 | 561   763 |1.54 1.38 1.26|1.0   0   0|   0     0 |keystone-manage      2687  45%4830k 174k|keystone-manage      2687 4830k 174k 45%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 16:58:31 ubuntu dstat.sh[1286]: 01-04 16:58:31| 39   7  37  14   2| 616M  532M 87.6M 2625M|4394B 2202B| 176k    0 |15.0  1.00 | 652  1421 |1.54 1.38 1.26|1.0 2.0   0|   0     0 |keystone-manage      2687  32%3067k 428k|keystone-manage      2687 3067k 428k 32%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 01 16:58:32 ubuntu dstat.sh[1286]: 01-04 16:58:32| 11   8  40  39   2| 625M  522M 87.9M 2626M|5161B 1944B|   0  3052k|   0   131 |1004  1620 |1.54 1.38 1.26|1.0 1.0   0|   0     0 |python2              1571 8.0%  56k  61k|python2              1571   56k  61k8.0%|mysqld       186M|   0     0 |  16    7    0    7    0
