-- Logs begin at Thu 2020-03-05 01:20:09 UTC, end at Thu 2020-03-05 02:51:28 UTC. --
Mar 05 02:01:01 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 05 02:01:02 ubuntu dstat.sh[2075]: [286B blob data]
Mar 05 02:01:02 ubuntu dstat.sh[2075]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 05 02:01:02 ubuntu dstat.sh[2075]: 05-03 02:01:02| 18   5  54  21   1| 451M  424M  112M 2725M|   0     0 | 251k 3905k|12.1  39.3 | 882  1619 |1.22 1.19 1.13|1.0   0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 3490 2648k2435k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Mar 05 02:01:03 ubuntu dstat.sh[2075]: 05-03 02:01:03| 22  37  38   0   2| 451M  424M  112M 2725M|6417B 2106B|   0   112k|   0  8.00 |1537  4058 |1.22 1.19 1.13|1.0   0 433|   0     0 |bash                 3490 7.0%1559k  27k|bash                 3490 1559k  27k7.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 05 02:01:04 ubuntu dstat.sh[2075]: 05-03 02:01:04| 23  36  38   0   4| 451M  424M  112M 2725M|4390B 2214B|   0    24k|   0  6.00 |1560  3963 |1.20 1.19 1.13|2.0   0 292|   0     0 |systemd              1    8.5%   0    0 |bash                 3490 2148k  18k4.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 05 02:01:05 ubuntu dstat.sh[2075]: 05-03 02:01:05| 29  31  36   0   4| 516M  358M  112M 2787M|3944B 1944B|   0    12k|   0  3.00 |2086  7033 |1.20 1.19 1.13|2.0   0 169|   0     0 |systemd              1     20%   0    0 |bash                 3490  887k7098B2.0%|mysqld       173M|   0     0 |  15    3    0    4    0
Mar 05 02:01:06 ubuntu dstat.sh[2075]: 05-03 02:01:06| 12  22  62   0   4| 577M  297M  112M 2847M|6305B 2160B|   0   220k|   0  2.00 |1258  3014 |1.20 1.19 1.13|1.0   0 263|   0     0 |bash                 3490 5.0% 563k  16k|bash                 3490  563k  16k5.0%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 05 02:01:07 ubuntu dstat.sh[2075]: 05-03 02:01:07| 35  11  46   5   3| 598M  276M  112M 2848M|4627B 1944B| 472k    0 |23.0     0 | 719  1084 |1.20 1.19 1.13|2.0   0  33|   0     0 |keystone-manage      3462  40%5301k  81k|keystone-manage      3462 5301k  81k 40%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 05 02:01:08 ubuntu dstat.sh[2075]: 05-03 02:01:08| 35   4  46  13   3| 618M  255M  112M 2848M|4676B 2160B| 716k  264k| 100  2.00 | 595   927 |1.20 1.19 1.13|1.0   0   0|   0     0 |keystone-manage      3462  38%4526k  46k|keystone-manage      3462 4526k  46k 38%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 05 02:01:09 ubuntu dstat.sh[2075]: 05-03 02:01:09| 39   3  47  11   1| 633M  239M  112M 2849M|3850B 2160B| 580k    0 |43.0     0 | 556   764 |1.18 1.18 1.13|1.0   0   0|   0     0 |keystone-manage      3462  39%4116k 126k|keystone-manage      3462 4116k 126k 39%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 05 02:01:10 ubuntu dstat.sh[2075]: 05-03 02:01:10| 39   9  33  17   1| 650M  221M  113M 2850M|4332B 1944B| 188k 1176k|15.0  24.0 | 703  1494 |1.18 1.18 1.13|1.0   0   0|   0     0 |keystone-manage      3462  31%3257k 475k|keystone-manage      3462 3257k 475k 31%|mysqld       184M|   0     0 |  15    7    0    7    0
Mar 05 02:01:11 ubuntu dstat.sh[2075]: 05-03 02:01:11| 10   4  45  40   2| 659M  211M  113M 2851M|6604B 2160B|   0  1356k|   0  95.0 | 769  1472 |1.18 1.18 1.13|2.0 1.0   0|   0     0 |keystone-manage      3462 4.5%  38k  53k|keystone-manage      3462   38k  53k4.5%|mysqld       186M|   0     0 |  15    7    0    7    0
