-- Logs begin at Wed 2020-04-01 04:04:20 UTC, end at Wed 2020-04-01 05:36:47 UTC. --
Apr 01 04:50:01 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 04:50:02 ubuntu dstat.sh[2096]: [286B blob data]
Apr 01 04:50:02 ubuntu dstat.sh[2096]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 04:50:02 ubuntu dstat.sh[2096]: 01-04 04:50:02| 15   4  53  26   2| 420M  665M 84.9M 2564M|   0     0 | 209k 3134k|11.3  33.8 | 716  1284 |1.16 1.18 1.23|3.0   0  24|   0     0 |systemd              1    0.4%   0    0 |bash                 3590 2305k2129k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 04:50:03 ubuntu dstat.sh[2096]: 01-04 04:50:03| 19  39  37   1   2| 421M  664M 84.9M 2565M|3241B 1944B|   0   100k|   0  8.00 |1418  3758 |1.16 1.18 1.23|1.0   0 392|   0     0 |bash                 3590 8.0%1245k  25k|bash                 3590 1245k  25k8.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 04:50:04 ubuntu dstat.sh[2096]: 01-04 04:50:04| 25  35  39   0   1| 420M  664M 84.9M 2565M|4332B 1812B|   0    24k|   0  6.00 |1531  5644 |1.16 1.18 1.23|2.0   0 285|   0     0 |systemd              1    8.5%   0    0 |bash                 3590 2144k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 04:50:05 ubuntu dstat.sh[2096]: 01-04 04:50:05| 30  31  39   0   1| 420M  664M 84.9M 2565M|3098B 1728B|   0    12k|   0  3.00 |1920  5977 |1.23 1.19 1.23|1.0   0 173|   0     0 |systemd              1     21%   0    0 |bash                 3590 1181k8692B2.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 04:50:06 ubuntu dstat.sh[2096]: 01-04 04:50:06| 24  28  45   3   1| 551M  533M 84.9M 2687M|5338B 1944B|   0    33M|   0  36.0 |1713  3778 |1.23 1.19 1.23|2.0   0 310|   0     0 |bash                 3590 5.5% 600k  18k|keystone-manage      3492  935k  42k4.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 04:50:07 ubuntu dstat.sh[2096]: 01-04 04:50:07| 33   6  48  13   1| 568M  515M 85.3M 2688M|3284B 1944B| 988k    0 | 129     0 | 565  1062 |1.23 1.19 1.23|  0 1.0 1.0|   0     0 |keystone-manage      3492  36%4518k  38k|keystone-manage      3492 4518k  38k 36%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 04:50:08 ubuntu dstat.sh[2096]: 01-04 04:50:08| 38   4  44  14   0| 587M  495M 85.5M 2688M|4458B 1944B| 776k  348k| 110  2.00 | 630  1030 |1.23 1.19 1.23|1.0   0 2.0|   0     0 |keystone-manage      3492  40%4527k  46k|keystone-manage      3492 4527k  46k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 04:50:09 ubuntu dstat.sh[2096]: 01-04 04:50:09| 40   6  43  11   1| 609M  471M 85.5M 2690M|3666B 1944B| 680k 8024k|52.0  19.0 | 687   887 |1.23 1.19 1.23|1.0   0   0|   0     0 |keystone-manage      3492  43%5856k 519k|keystone-manage      3492 5856k 519k 43%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 04:50:10 ubuntu dstat.sh[2096]: 01-04 04:50:10| 26  12  33  30   1| 625M  455M 85.6M 2690M|3446B 1944B|  96k 1716k|8.00  42.0 |1087  1741 |1.21 1.19 1.23|  0 1.0   0|   0     0 |keystone-manage      3492  16% 786k 136k|keystone-manage      3492  786k 136k 16%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 04:50:11 ubuntu dstat.sh[2096]: 01-04 04:50:11|  3   3  49  44   1| 625M  454M 85.9M 2691M|5601B 1728B|   0  1868k|   0   135 | 912  1380 |1.21 1.19 1.23|  0 1.0   0|   0     0 |jbd2/vda1-8          317  1.0%   0    0 |python2              2192   14k 488B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
