"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","21 Feb 2020 10:44:28 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
21-02 10:44:28,6.719,2.206,76.865,13.169,1.040,486604800,546299904,117219328,2742071296,0,0,76684.652,1357474.949,4.025,14.008,343.971,557.570,1.440,1.410,1.370,5,0,9.534,0,0,14,4,0,4,0
21-02 10:44:29,19.118,34.804,38.235,0.980,6.863,485396480,547061760,117227520,2742386688,19396,47850,245760,126976,4,7,1535,4438,1.440,1.410,1.370,2,0,353,0,0,14,4,0,4,0
21-02 10:44:30,20.297,35.149,38.119,0,6.436,486625280,545771520,117227520,2742607872,7390,18678,0,24576,0,6,1602,4729,1.440,1.410,1.370,2,0,247,0,0,14,4,0,4,0
21-02 10:44:31,24.623,34.171,38.191,0,3.015,486604800,545787904,117227520,2742513664,8201,11898,0,16384,0,4,2012,5157,1.440,1.410,1.370,2,0,208,0,0,14,4,0,4,0
21-02 10:44:32,23.529,25.980,44.118,0,6.373,617041920,414810112,117227520,2870607872,8113,15298,0,0,0,0,1937,6167,1.440,1.410,1.370,3,0,197,0,0,16,6,0,4,0
21-02 10:44:33,30.542,18.227,40.394,4.433,6.404,628838400,402923520,117231616,2870693888,8237,18662,0,28577792,0,28,1173,2418,1.410,1.400,1.360,2,0,152,0,0,16,6,0,6,0
21-02 10:44:34,25,5.500,47.500,21,1,645373952,386068480,117366784,2870796288,5148,0,217088,6012928,37,8,482,730,1.410,1.400,1.360,1,1,0,0,0,16,6,0,6,0
21-02 10:44:35,43.627,4.412,46.569,3.922,1.471,669974528,360579072,117374976,2871570432,3094,0,602112,0,42,0,572,757,1.410,1.400,1.360,2,0,0,0,0,16,6,0,6,0
21-02 10:44:36,46,15.500,33.500,2,3,693764096,335458304,117391360,2872594432,16075,136230,90112,12288,8,1,1174,3217,1.410,1.400,1.360,1,1,0,0,0,16,8,0,6,0
21-02 10:44:37,8.458,5.473,43.284,38.806,3.980,703594496,325259264,117510144,2872836096,10541,49166,0,1646592,0,48,678,1870,1.410,1.400,1.360,1,1,2,0,0,16,8,0,6,0
