-- Logs begin at Thu 2020-04-02 00:15:48 UTC, end at Thu 2020-04-02 01:38:05 UTC. --
Apr 02 00:53:51 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 00:53:52 ubuntu dstat.sh[2577]: [286B blob data]
Apr 02 00:53:52 ubuntu dstat.sh[2577]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 00:53:52 ubuntu dstat.sh[2577]: 02-04 00:53:52| 19   5  55  20   2| 420M  576M 86.4M 2650M|   0     0 | 286k 4107k|13.9  40.5 | 917  1628 |1.22 1.25 1.15|1.0 2.0  29|   0     0 |systemd              1    0.5%   0    0 |bash                 3801 2768k2556k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:53| 15  23  26  32   4| 419M  575M 86.4M 2651M|6503B 2160B|4096B  784k|1.00  63.0 |1289  2578 |1.22 1.25 1.15|  0 3.0 293|   0     0 |bash                 3801 5.5%1014k  18k|bash                 3801 1014k  18k5.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:54|  1   1  49  48   1| 419M  575M 86.4M 2651M|4041B 1944B|   0   136k|   0  26.0 | 233   256 |1.22 1.25 1.15|  0 3.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2750   13k 471B  0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:55|  3   3   1  93   0| 420M  575M 86.4M 2651M|6762B 1944B|   0   824k|   0  17.0 | 332   398 |1.22 1.25 1.15|  0 7.0  33|   0     0 |rcu_sched            8    0.5%   0    0 |bash                 3801  130k2379B  0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:56|  2   1   0  96   2| 420M  575M 86.4M 2651M|8583B 2160B|   0   704k|   0  36.0 | 283   235 |1.76 1.36 1.18|  0 7.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |                                        |mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:57|  2   1   0  97   0| 420M  575M 86.4M 2651M|4829B 1944B|   0    80k|   0  16.0 | 251   214 |1.76 1.36 1.18|1.0 7.0   0|   0     0 |beam.smp             3293 0.5%   0    0 |                                        |mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:58 ubuntu dstat.sh[2577]: 02-04 00:53:58|  1   1   0  98   1| 420M  575M 86.4M 2651M|4480B 2160B|   0    64k|   0  14.0 | 240   229 |1.76 1.36 1.18|  0 7.0   0|   0     0 |beam.smp             3293 0.5%   0    0 |                                        |mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:53:59 ubuntu dstat.sh[2577]: 02-04 00:53:59| 13  20  23  45   1| 420M  575M 86.4M 2651M|3687B 1944B|   0   580k|   0  24.0 | 963  2659 |1.76 1.36 1.18|3.0   0 180|   0     0 |bash                 3801 3.0%1666k  13k|bash                 3801 1666k  13k3.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:54:00 ubuntu dstat.sh[2577]: 02-04 00:54:00| 19  31  20  30   1| 420M  574M 86.4M 2651M|4780B 2160B|   0    72k|   0  6.00 |1812  5952 |1.76 1.36 1.18|  0   0 208|   0     0 |systemd              1    9.5%   0    0 |bash                 3801 1418k  13k2.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 00:54:01 ubuntu dstat.sh[2577]: 02-04 00:54:01| 23  20  57   0   0| 545M  449M 86.4M 2773M|4248B 2160B|   0     0 |   0     0 |1640  3821 |2.26 1.47 1.22|1.0   0  80|   0     0 |systemd              1     17%   0    0 |bash                 3801  232k 656B  0%|mysqld       173M|   0     0 |  15    3    0    5    0
Apr 02 00:54:02 ubuntu dstat.sh[2577]: 02-04 00:54:02| 12  21  66   0   2| 545M  449M 86.4M 2773M|3620B 1836B|   0     0 |   0     0 |1054  2621 |2.26 1.47 1.22|1.0   0 258|   0     0 |bash                 3801 5.0% 500k  15k|bash                 3801  500k  15k5.0%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 00:54:03 ubuntu dstat.sh[2577]: 02-04 00:54:03| 37   7  46   9   1| 566M  428M 86.4M 2773M|4091B 2268B| 128k    0 |7.00     0 | 618  1060 |2.26 1.47 1.22|  0 1.0  38|   0     0 |keystone-manage      3973  35%5093k  81k|keystone-manage      3973 5093k  81k 35%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 00:54:04 ubuntu dstat.sh[2577]: 02-04 00:54:04|  2   2  48  48   0| 567M  427M 86.5M 2773M|6141B 1944B| 400k 2468k|30.0  44.0 | 420   695 |2.26 1.47 1.22|  0 1.0   0|   0     0 |keystone-manage      3973 1.0% 193k   0 |keystone-manage      3973  193k   0 1.0%|mysqld       173M|   0     0 |  15    5    0    7    0
