-- Logs begin at Thu 2020-04-02 01:26:09 UTC, end at Thu 2020-04-02 03:00:47 UTC. --
Apr 02 02:06:54 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 02:06:55 ubuntu dstat.sh[1643]: [286B blob data]
Apr 02 02:06:55 ubuntu dstat.sh[1643]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 02:06:55 ubuntu dstat.sh[1643]: 02-04 02:06:55| 17   5  55  21   1| 419M  734M 87.4M 2499M|   0     0 | 191k 3216k|10.8  37.2 | 790  1441 |1.33 1.30 1.18|1.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4183 2536k2358k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 02:06:56 ubuntu dstat.sh[1643]: 02-04 02:06:56| 18  35  37   2   7| 419M  734M 87.4M 2499M|4162B 1944B| 256k  104k|3.00  8.00 |1406  3806 |1.31 1.30 1.17|1.0   0 387|   0     0 |bash                 4183 8.0%1326k  25k|bash                 4183 1326k  25k8.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 02:06:57 ubuntu dstat.sh[1643]: 02-04 02:06:57| 25  33  38   0   5| 420M  733M 87.4M 2500M|4171B 1782B|   0    24k|   0  6.00 |1786  5669 |1.31 1.30 1.17|1.0   0 272|   0     0 |systemd              1     10%   0    0 |bash                 4183 2034k  17k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 02:06:58 ubuntu dstat.sh[1643]: 02-04 02:06:58| 32  29  35   0   4| 420M  733M 87.4M 2500M|6726B 1890B|   0    10M|   0  15.0 |1416  5133 |1.31 1.30 1.17|1.0   0 177|   0     0 |systemd              1     16%   0    0 |bash                 4183 1070k8534B2.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 02:06:59 ubuntu dstat.sh[1643]: 02-04 02:06:59|  7   9  83   0   1| 544M  609M 87.4M 2622M|6104B 1944B|   0    23M|   0  23.0 | 937  2103 |1.31 1.30 1.17|1.0   0  21|   0     0 |systemd              1    6.0%   0    0 |bash                 4183  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 02:07:00 ubuntu dstat.sh[1643]: 02-04 02:07:00| 25  25  47   0   3| 552M  600M 87.4M 2622M|4527B 1836B|   0     0 |   0     0 |1366  3344 |1.31 1.30 1.17|1.0   0 296|   0     0 |keystone-manage      3038  10%1661k  81k|keystone-manage      3038 1661k  81k 10%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 02:07:01 ubuntu dstat.sh[1643]: 02-04 02:07:01| 27   3  45  24   0| 566M  585M 87.6M 2622M|7937B 2052B| 744k  180k|78.0  2.00 | 601   900 |1.28 1.29 1.17|  0 1.0   0|   0     0 |keystone-manage      3038  27%3687k   0 |keystone-manage      3038 3687k   0  27%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 02:07:02 ubuntu dstat.sh[1643]: 02-04 02:07:02| 12   2  48  38   1| 572M  578M 87.9M 2623M|5039B 1620B| 932k    0 | 149     0 | 725  1132 |1.28 1.29 1.17|1.0   0   0|   0     0 |keystone-manage      3038  14%1297k  46k|keystone-manage      3038 1297k  46k 14%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 02:07:03 ubuntu dstat.sh[1643]: 02-04 02:07:03| 39   5  47   8   1| 591M  559M 87.9M 2624M|4446B 2052B| 660k    0 |53.0     0 | 714   820 |1.28 1.29 1.17|2.0   0   0|   0     0 |keystone-manage      3038  41%4703k 107k|keystone-manage      3038 4703k 107k 41%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 02:07:04 ubuntu dstat.sh[1643]: 02-04 02:07:04| 47   9  39   5   1| 614M  534M 88.0M 2625M|5459B 1782B| 192k 1388k|16.0  10.0 | 753  1454 |1.28 1.29 1.17|1.0 1.0   0|   0     0 |keystone-manage      3038  40%5236k 495k|keystone-manage      3038 5236k 495k 40%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 02 02:07:05 ubuntu dstat.sh[1643]: 02-04 02:07:05| 10   6  44  39   2| 624M  524M 88.3M 2625M|3296B 2106B|   0  1748k|   0   124 | 946  1675 |1.28 1.29 1.17|1.0   0   0|   0     0 |keystone-manage      3038 6.0%  38k  53k|keystone-manage      3038   38k  53k6.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 02:07:06 ubuntu dstat.sh[1643]: 02-04 02:07:06|  3   2  49  45   1| 624M  523M 88.5M 2626M|3732B 1944B|  40k 1500k|1.00   111 | 742  1320 |1.34 1.30 1.18|  0 1.0   0|   0     0 |mysqld               894  1.0%   0    0 |python2              1741   14k 480B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
