-- Logs begin at Tue 2020-02-18 10:15:09 UTC, end at Tue 2020-02-18 11:57:42 UTC. --
Feb 18 11:07:14 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 18 11:07:16 ubuntu dstat.sh[1336]: [286B blob data]
Feb 18 11:07:16 ubuntu dstat.sh[1336]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 18 11:07:16 ubuntu dstat.sh[1336]: 18-02 11:07:16| 15   4  58  21   2| 458M  700M  137M 2429M|   0     0 | 151k 2171k|6.91  29.6 | 724  1220 |1.61 1.40 1.33|2.0 1.0  21|   0     0 |systemd              1    0.3%   0    0 |bash                 4376 2039k1849k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 18 11:07:17 ubuntu dstat.sh[1336]: 18-02 11:07:17| 10  18   2  59  10| 457M  700M  137M 2430M|8082B 3240B| 932k   31M|10.0  99.0 | 994  1828 |1.61 1.40 1.33|3.0 1.0 174|   0     0 |bash                 4376 3.0%1476k  12k|bash                 4376 1476k  12k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 18 11:07:18 ubuntu dstat.sh[1336]: 18-02 11:07:18| 23  30  37   0  10| 457M  699M  137M 2430M|4613B 2916B|  48k 2900k|1.00  8.00 |1500  5553 |1.61 1.40 1.33|1.0   0 238|   0     0 |systemd              1     11%   0    0 |bash                 4376 1720k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 18 11:07:19 ubuntu dstat.sh[1336]: 18-02 11:07:19| 22  27  36   0  15| 517M  640M  137M 2487M|7717B 3240B|   0  4096B|   0  1.00 |1991  5909 |1.81 1.44 1.34|2.0   0 110|   0     0 |systemd              1     20%   0    0 |bash                 4376  539k2734B1.0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 18 11:07:20 ubuntu dstat.sh[1336]: 18-02 11:07:20|  2   2  94   0   3| 582M  574M  137M 2552M|8909B 3240B|   0     0 |   0     0 | 668  1041 |1.81 1.44 1.34|  0   0 1.0|   0     0 |etcd                 2432 1.5%   0    0 |bash                 4376  142k1269B0.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 18 11:07:21 ubuntu dstat.sh[1336]: 18-02 11:07:21| 24  25  44   0   8| 591M  565M  137M 2552M|7600B 3186B|   0  8024k|   0  19.0 |1524  3222 |1.81 1.44 1.34|1.0   0 296|   0     0 |keystone-manage      2739  11%1665k  81k|keystone-manage      2739 1665k  81k 11%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 18 11:07:22 ubuntu dstat.sh[1336]: 18-02 11:07:22| 35   6  40  16   4| 607M  549M  137M 2553M|  10k 3132B| 496k  216k|44.0  2.00 | 750   981 |1.81 1.44 1.34|1.0   0   0|   0     0 |keystone-manage      2739  39%4145k   0 |keystone-manage      2739 4145k   0  39%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 18 11:07:23 ubuntu dstat.sh[1336]: 18-02 11:07:23| 36   3  45  12   3| 624M  531M  137M 2553M|6290B 3078B| 368k    0 |40.0     0 | 716   863 |1.81 1.44 1.34|2.0   0   0|   0     0 |keystone-manage      2739  37%3992k  46k|keystone-manage      2739 3992k  46k 37%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 18 11:07:24 ubuntu dstat.sh[1336]: 18-02 11:07:24| 38   4  46  10   2| 646M  508M  137M 2555M|5129B 3240B| 944k    0 |55.0     0 | 702   911 |1.82 1.45 1.35|1.0   0   0|   0     0 |keystone-manage      2739  40%5716k 228k|keystone-manage      2739 5716k 228k 40%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 18 11:07:25 ubuntu dstat.sh[1336]: 18-02 11:07:25| 35  13  35  15   3| 665M  488M  137M 2556M|5399B 3240B| 100k 1432k|8.00  33.0 |1205  1926 |1.82 1.45 1.35|1.0   0   0|   0     0 |keystone-manage      2739  28%1680k 426k|keystone-manage      2739 1680k 426k 28%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 18 11:07:26 ubuntu dstat.sh[1336]: 18-02 11:07:26|  4   3  47  43   4| 666M  486M  137M 2556M|7944B 2916B|   0  1572k|   0   115 | 832  1335 |1.82 1.45 1.35|1.0   0   0|   0     0 |mysqld               590  2.0%   0    0 |python2              1878   14k 484B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 18 11:07:27 ubuntu dstat.sh[1336]: 18-02 11:07:27|  3   1  49  44   3| 666M  485M  137M 2556M|7615B 3132B|   0  1704k|   0   121 | 891  1433 |1.82 1.45 1.35|1.0   0   0|   0     0 |mysqld               590  1.0%   0    0 |python2              1878   14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 18 11:07:28 ubuntu dstat.sh[1336]: 18-02 11:07:28|  3   2  49  45   1| 666M  485M  137M 2557M|5807B 3024B|   0  1068k|   0  74.0 | 678  1138 |1.82 1.45 1.35|  0 1.0   0|   0     0 |mysqld               590  1.0%   0    0 |python2              1878   14k 465B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 18 11:07:29 ubuntu dstat.sh[1336]: 18-02 11:07:29|  2   3  49  44   3| 667M  484M  138M 2557M|5720B 2970B|   0  1064k|   0  81.0 | 723  1232 |1.84 1.46 1.35|  0 1.0 2.0|   0     0 |mysqld               590  1.5%   0    0 |python2              1878   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 18 11:07:30 ubuntu dstat.sh[1336]: 18-02 11:07:30|  8   5  41  47   1| 667M  484M  138M 2557M|7034B 2904B|   0   380k|   0  36.0 | 586   980 |1.84 1.46 1.35|1.0 1.0   0|   0     0 |mysqld               590  9.5%   0    0 |python2              1878   14k 470B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 18 11:07:31 ubuntu dstat.sh[1336]: 18-02 11:07:31| 15  13  24  46   0| 667M  483M  138M 2557M|6059B 2808B|   0   388k|   0  38.0 | 592   970 |1.84 1.46 1.35|1.0 1.0   0|   0     0 |mysqld               590   26%   0    0 |python2              1878   14k 468B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 18 11:07:32 ubuntu dstat.sh[1336]: 18-02 11:07:32| 12  10  30  45   4| 668M  482M  138M 2557M|5993B 3348B|   0   792k|   0  81.0 | 837  1556 |1.84 1.46 1.35|  0 1.0   0|   0     0 |mysqld               590   18%   0    0 |python2              1878   14k 465B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 18 11:07:33 ubuntu dstat.sh[1336]: 18-02 11:07:33| 10  10  31  45   3| 668M  482M  138M 2557M|5551B 2862B|   0  3424k|   0   137 | 888  1681 |1.84 1.46 1.35|  0 1.0   0|   0     0 |mysqld               590   18%   0    0 |python2              1878   14k 464B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Feb 18 11:07:34 ubuntu dstat.sh[1336]: 18-02 11:07:34|  8  12  32  43   7| 669M  481M  138M 2557M|5302B 3294B|   0  1240k|   0   108 | 890  1483 |1.85 1.47 1.35|1.0 1.0   0|   0     0 |mysqld               590   17%   0    0 |python2              1878   14k 466B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Feb 18 11:07:35 ubuntu dstat.sh[1336]: 18-02 11:07:35|  7   5  41  46   1| 669M  480M  138M 2557M|6638B 2916B|   0  1736k|   0   145 |1008  1778 |1.85 1.47 1.35|  0 1.0   0|   0     0 |mysqld               590  8.5%   0    0 |python2              1878   14k 466B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Feb 18 11:07:36 ubuntu dstat.sh[1336]: 18-02 11:07:36| 10   9  36  42   2| 670M  479M  138M 2557M|6198B 3282B|   0  1416k|   0   113 |1029  2193 |1.85 1.47 1.35|1.0   0   0|   0     0 |mysqld               590   14%   0    0 |python2              1878   14k 471B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Feb 18 11:07:37 ubuntu dstat.sh[1336]: 18-02 11:07:37|  7   5  43  45   1| 670M  479M  139M 2557M|6359B 3240B|   0  1360k|   0   106 | 892  1669 |1.85 1.47 1.35|2.0 1.0   0|   0     0 |mysqld               590  7.5%   0    0 |python2              1878   14k 467B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Feb 18 11:07:38 ubuntu dstat.sh[1336]: 18-02 11:07:38|  8   6  45  42   1| 671M  478M  139M 2557M|7281B 3240B|   0  1720k|   0   121 |1128  2432 |1.85 1.47 1.35|  0 1.0   0|   0     0 |mysqld               590  5.5%   0    0 |keystone-manage      2739   10k6267B4.0%|mysqld       191M|   0     0 |  16    7    0    6    0
Feb 18 11:07:39 ubuntu dstat.sh[1336]: 18-02 11:07:39|  2   3  47  48   1| 672M  411M  139M 2621M|6406B 3240B|   0    61M|   0  67.0 | 505   916 |1.78 1.46 1.35|  0 2.0 2.0|   0     0 |mysqld               590  3.0%   0    0 |python2              1878   14k 466B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
